time,P,G(i),H_sun,T2m,WS10m,Int
20230805:0610,102.27,172.04,19.22,19.0,2.69,0.0
20230805:0710,202.75,264.28,29.73,19.95,2.07,0.0
20230805:0810,386.71,492.53,40.01,21.89,2.0,0.0
20230805:0910,500.88,642.91,49.5,23.67,2.48,0.0
20230805:1010,709.11,932.59,57.17,25.24,2.97,0.0
20230805:1110,739.5,982.79,61.29,26.18,3.03,0.0
20230805:1210,735.5,983.03,60.27,27.17,2.97,0.0
20230805:1310,683.07,910.76,54.56,27.75,2.69,0.0
20230805:1410,580.1,770.46,46.03,28.19,2.0,0.0
20230805:1510,431.99,574.17,36.15,28.43,1.17,0.0
20230805:1610,254.57,352.81,25.73,28.35,1.17,0.0
20230805:1710,72.73,135.61,15.24,27.34,2.14,0.0
20230805:1810,11.47,26.85,5.05,25.27,2.97,0.0
20230805:1910,0.0,0.0,0.0,22.33,4.0,0.0
20230805:2010,0.0,0.0,0.0,21.1,3.38,0.0
20230805:2110,0.0,0.0,0.0,20.23,2.9,0.0
20230805:2210,0.0,0.0,0.0,19.55,2.55,0.0
20230805:2310,0.0,0.0,0.0,18.96,2.14,0.0
20230806:0010,0.0,0.0,0.0,18.37,1.86,0.0
20230806:0110,0.0,0.0,0.0,17.52,1.38,0.0
20230806:0210,0.0,0.0,0.0,18.71,0.34,0.0
20230806:0310,0.0,0.0,0.0,16.9,1.17,0.0
20230806:0410,0.0,0.0,0.0,15.87,1.72,0.0
20230806:0510,22.34,41.11,8.71,16.03,1.86,0.0
20230806:0610,103.07,173.71,19.06,18.57,1.86,0.0
20230806:0710,308.28,402.78,29.56,21.02,2.97,0.0
20230806:0810,492.05,626.06,39.83,23.33,3.24,0.0
20230806:0910,636.57,823.8,49.3,25.18,3.38,0.0
20230806:1010,719.54,947.12,56.94,26.21,3.45,0.0
20230806:1110,717.57,948.96,61.03,27.05,3.66,0.0
20230806:1210,761.4,1010.19,60.0,27.32,3.86,0.0
20230806:1310,696.81,912.89,54.31,27.35,4.14,0.0
20230806:1410,605.58,782.47,45.81,27.37,4.41,0.0
20230806:1510,455.1,584.19,35.94,27.13,4.76,0.0
20230806:1610,265.64,358.28,25.53,26.28,4.76,0.0
20230806:1710,73.9,136.99,15.04,24.93,5.03,0.0
20230806:1810,10.5,25.17,4.84,23.36,5.59,0.0
20230806:1910,0.0,0.0,0.0,22.75,5.59,0.0
20230806:2010,0.0,0.0,0.0,22.0,5.93,0.0
20230806:2110,0.0,0.0,0.0,21.26,5.79,0.0
20230806:2210,0.0,0.0,0.0,20.41,5.38,0.0
20230806:2310,0.0,0.0,0.0,19.58,4.83,0.0
20230807:0010,0.0,0.0,0.0,18.8,4.21,0.0
20230807:0110,0.0,0.0,0.0,18.14,3.93,0.0
20230807:0210,0.0,0.0,0.0,17.45,3.79,0.0
20230807:0310,0.0,0.0,0.0,16.8,3.72,0.0
20230807:0410,0.0,0.0,0.0,16.41,3.66,0.0
20230807:0510,22.98,41.95,8.53,16.15,3.59,0.0
20230807:0610,104.83,174.83,18.89,17.19,3.45,0.0
20230807:0710,318.01,410.72,29.39,19.61,3.93,0.0
20230807:0810,507.8,633.95,39.65,21.44,4.76,0.0
20230807:0910,663.52,834.66,49.1,22.71,5.45,0.0
20230807:1010,755.29,964.24,56.7,23.69,5.52,0.0
20230807:1110,786.39,1016.01,60.76,24.6,5.31,0.0
20230807:1210,782.87,1016.45,59.73,25.27,5.1,0.0
20230807:1310,727.95,941.58,54.06,25.81,4.97,0.0
20230807:1410,621.66,796.98,45.58,26.07,4.76,0.0
20230807:1510,466.85,597.61,35.73,26.0,4.34,0.0
20230807:1610,271.38,366.41,25.32,25.79,3.79,0.0
20230807:1710,73.73,137.77,14.83,24.8,2.76,0.0
20230807:1810,9.98,24.33,4.62,22.84,2.34,0.0
20230807:1910,0.0,0.0,0.0,21.22,3.38,0.0
20230807:2010,0.0,0.0,0.0,20.27,3.45,0.0
20230807:2110,0.0,0.0,0.0,19.3,3.24,0.0
20230807:2210,0.0,0.0,0.0,18.29,3.03,0.0
20230807:2310,0.0,0.0,0.0,17.52,2.83,0.0
20230808:0010,0.0,0.0,0.0,17.22,2.62,0.0
20230808:0110,0.0,0.0,0.0,16.93,2.48,0.0
20230808:0210,0.0,0.0,0.0,16.38,2.28,0.0
20230808:0310,0.0,0.0,0.0,15.78,2.0,0.0
20230808:0410,0.0,0.0,0.0,14.9,1.93,0.0
20230808:0510,24.45,43.63,8.35,14.33,1.72,0.0
20230808:0610,102.56,146.91,18.72,16.72,1.1,0.0
20230808:0710,289.02,376.73,29.22,20.05,1.93,0.0
20230808:0810,393.07,497.1,39.47,21.49,2.69,0.0
20230808:0910,629.74,810.4,48.89,22.9,2.76,0.0
20230808:1010,715.0,942.19,56.46,24.2,2.55,0.0
20230808:1110,748.74,1004.58,60.48,25.26,2.28,0.0
20230808:1210,698.92,941.52,59.45,26.01,1.86,0.0
20230808:1310,500.27,660.65,53.8,26.63,1.52,0.0
20230808:1410,580.01,777.09,45.35,27.01,1.1,0.0
20230808:1510,440.6,582.14,35.51,27.26,1.24,0.0
20230808:1610,258.7,355.87,25.1,27.25,1.52,0.0
20230808:1710,71.56,134.26,14.61,26.46,1.72,0.0
20230808:1810,8.28,21.81,4.4,24.72,2.07,0.0
20230808:1910,0.0,0.0,0.0,22.13,1.86,0.0
20230808:2010,0.0,0.0,0.0,20.63,1.45,0.0
20230808:2110,0.0,0.0,0.0,21.71,0.69,0.0
20230808:2210,0.0,0.0,0.0,21.21,0.14,0.0
20230808:2310,0.0,0.0,0.0,20.72,0.28,0.0
20230809:0010,0.0,0.0,0.0,20.29,0.55,0.0
20230809:0110,0.0,0.0,0.0,19.95,0.0,0.0
20230809:0210,0.0,0.0,0.0,19.66,0.34,0.0
20230809:0310,0.0,0.0,0.0,19.16,0.41,0.0
20230809:0410,0.0,0.0,0.0,17.62,1.03,0.0
20230809:0510,24.67,44.46,8.18,17.41,0.9,0.0
20230809:0610,101.27,170.75,18.54,17.87,0.48,0.0
20230809:0710,293.04,389.84,29.05,21.19,0.34,0.0
20230809:0810,448.0,583.52,39.29,22.94,0.62,0.0
20230809:0910,567.76,755.4,48.69,24.21,0.62,0.0
20230809:1010,657.47,898.1,56.21,25.42,0.62,0.0
20230809:1110,665.88,919.49,60.2,26.56,0.62,0.0
20230809:1210,692.59,963.26,59.16,27.52,0.76,0.0
20230809:1310,658.28,908.37,53.54,28.22,0.83,0.0
20230809:1410,556.78,753.02,45.11,28.72,0.9,0.0
20230809:1510,415.33,553.69,35.29,29.06,1.1,0.0
20230809:1610,245.59,342.41,24.89,29.17,0.9,0.0
20230809:1710,68.26,131.37,14.39,28.89,0.55,0.0
20230809:1810,7.61,20.97,4.17,27.88,0.41,0.0
20230809:1910,0.0,0.0,0.0,24.75,1.31,0.0
20230809:2010,0.0,0.0,0.0,23.07,1.38,0.0
20230809:2110,0.0,0.0,0.0,22.14,1.24,0.0
20230809:2210,0.0,0.0,0.0,22.85,0.83,0.0
20230809:2310,0.0,0.0,0.0,21.32,1.1,0.0
20230810:0010,0.0,0.0,0.0,19.54,1.52,0.0
20230810:0110,0.0,0.0,0.0,18.69,1.93,0.0
20230810:0210,0.0,0.0,0.0,18.38,2.21,0.0
20230810:0310,0.0,0.0,0.0,18.13,2.28,0.0
20230810:0410,0.0,0.0,0.0,17.84,2.14,0.0
20230810:0510,21.52,40.27,8.0,17.72,1.86,0.0
20230810:0610,99.47,165.78,18.37,20.15,1.66,0.0
20230810:0710,293.76,388.99,28.87,22.39,1.66,0.0
20230810:0810,472.83,607.12,39.1,23.82,2.28,0.0
20230810:0910,609.82,796.13,48.48,25.19,2.34,0.0
20230810:1010,692.63,926.47,55.97,26.45,2.14,0.0
20230810:1110,728.02,988.8,59.92,27.54,2.07,0.0
20230810:1210,723.74,982.71,58.88,28.33,2.28,0.0
20230810:1310,671.18,902.69,53.28,28.92,2.41,0.0
20230810:1410,559.08,738.23,44.87,29.48,2.83,0.0
20230810:1510,323.48,425.98,35.06,29.68,2.9,0.0
20230810:1610,251.11,347.59,24.66,29.49,2.69,0.0
20230810:1710,69.78,120.73,14.17,28.68,2.9,0.0
20230810:1810,6.64,19.3,3.94,27.14,3.38,0.0
20230810:1910,0.0,0.0,0.0,25.77,3.59,0.0
20230810:2010,0.0,0.0,0.0,24.53,3.17,0.0
20230810:2110,0.0,0.0,0.0,23.69,3.03,0.0
20230810:2210,0.0,0.0,0.0,23.15,2.97,0.0
20230810:2310,0.0,0.0,0.0,22.72,3.03,0.0
20230811:0010,0.0,0.0,0.0,22.34,3.17,0.0
20230811:0110,0.0,0.0,0.0,21.98,3.31,0.0
20230811:0210,0.0,0.0,0.0,21.6,3.1,0.0
20230811:0310,0.0,0.0,0.0,21.31,2.83,0.0
20230811:0410,0.0,0.0,0.0,20.86,2.48,0.0
20230811:0510,19.39,37.75,7.81,20.45,2.0,0.0
20230811:0610,70.32,104.4,18.2,21.79,1.93,0.0
20230811:0710,145.49,196.6,28.7,23.36,2.28,0.0
20230811:0810,449.77,580.7,38.92,25.01,2.21,0.0
20230811:0910,598.68,789.3,48.26,26.39,2.0,0.0
20230811:1010,680.43,919.28,55.71,27.48,1.79,0.0
20230811:1110,719.18,986.45,59.63,28.58,1.79,0.0
20230811:1210,714.83,979.12,58.58,29.47,2.07,0.0
20230811:1310,665.13,899.03,53.0,30.19,2.48,0.0
20230811:1410,570.16,758.33,44.62,30.58,2.76,0.0
20230811:1510,422.79,557.83,34.82,30.6,2.97,0.0
20230811:1610,242.9,336.74,24.43,30.21,3.1,0.0
20230811:1710,66.45,123.02,13.94,29.44,3.24,0.0
20230811:1810,5.63,17.62,3.7,28.13,3.03,0.0
20230811:1910,0.0,0.0,0.0,26.73,2.83,0.0
20230811:2010,0.0,0.0,0.0,25.6,2.9,0.0
20230811:2110,0.0,0.0,0.0,24.77,2.83,0.0
20230811:2210,0.0,0.0,0.0,24.08,2.76,0.0
20230811:2310,0.0,0.0,0.0,23.54,2.69,0.0
20230812:0010,0.0,0.0,0.0,23.15,2.83,0.0
20230812:0110,0.0,0.0,0.0,22.8,2.83,0.0
20230812:0210,0.0,0.0,0.0,22.44,2.76,0.0
20230812:0310,0.0,0.0,0.0,22.16,2.55,0.0
20230812:0410,0.0,0.0,0.0,22.0,2.28,0.0
20230812:0510,21.67,41.11,7.63,21.77,2.0,0.0
20230812:0610,99.28,159.75,18.02,22.87,1.86,0.0
20230812:0710,279.06,370.42,28.52,23.95,2.21,0.0
20230812:0810,454.45,587.93,38.73,25.43,2.21,0.0
20230812:0910,588.71,776.5,48.05,26.9,2.07,0.0
20230812:1010,673.19,909.53,55.46,27.94,1.86,0.0
20230812:1110,657.46,900.94,59.34,29.02,1.45,0.0
20230812:1210,690.27,967.8,58.28,30.08,0.97,0.0
20230812:1310,636.17,888.86,52.73,30.96,0.76,0.0
20230812:1410,542.74,744.66,44.36,31.62,0.83,0.0
20230812:1510,404.25,550.5,34.58,32.0,0.55,0.0
20230812:1610,229.8,327.42,24.2,31.97,0.07,0.0
20230812:1710,63.82,124.82,13.7,31.0,0.97,0.0
20230812:1810,4.63,15.94,3.46,29.7,1.79,0.0
20230812:1910,0.0,0.0,0.0,28.1,2.14,0.0
20230812:2010,0.0,0.0,0.0,26.79,2.21,0.0
20230812:2110,0.0,0.0,0.0,25.61,2.07,0.0
20230812:2210,0.0,0.0,0.0,24.69,2.0,0.0
20230812:2310,0.0,0.0,0.0,23.87,1.93,0.0
20230813:0010,0.0,0.0,0.0,23.24,2.0,0.0
20230813:0110,0.0,0.0,0.0,22.73,2.07,0.0
20230813:0210,0.0,0.0,0.0,22.36,2.07,0.0
20230813:0310,0.0,0.0,0.0,22.12,2.07,0.0
20230813:0410,0.0,0.0,0.0,21.82,1.93,0.0
20230813:0510,20.47,39.43,7.45,21.6,1.59,0.0
20230813:0610,97.43,159.04,17.84,23.51,1.45,0.0
20230813:0710,277.54,373.77,28.34,25.63,1.31,0.0
20230813:0810,449.94,593.09,38.53,26.92,1.17,0.0
20230813:0910,580.18,783.59,47.83,28.58,1.1,0.0
20230813:1010,656.9,906.01,55.2,29.63,1.17,0.0
20230813:1110,701.78,978.22,59.05,30.94,1.52,0.0
20230813:1210,696.35,970.75,57.98,31.95,1.72,0.0
20230813:1310,645.22,890.51,52.44,32.66,1.86,0.0
20230813:1410,547.64,744.76,44.1,33.08,1.86,0.0
20230813:1510,408.81,550.17,34.34,32.6,1.79,0.0
20230813:1610,231.43,325.46,23.96,31.9,2.0,0.0
20230813:1710,64.07,118.57,13.46,30.58,2.0,0.0
20230813:1810,4.19,15.1,3.21,29.16,0.97,0.0
20230813:1910,0.0,0.0,0.0,28.14,2.07,0.0
20230813:2010,0.0,0.0,0.0,27.05,2.07,0.0
20230813:2110,0.0,0.0,0.0,25.76,1.86,0.0
20230813:2210,0.0,0.0,0.0,24.84,2.0,0.0
20230813:2310,0.0,0.0,0.0,24.43,2.0,0.0
20230814:0010,0.0,0.0,0.0,24.01,2.0,0.0
20230814:0110,0.0,0.0,0.0,23.46,1.93,0.0
20230814:0210,0.0,0.0,0.0,23.0,1.59,0.0
20230814:0310,0.0,0.0,0.0,22.77,1.59,0.0
20230814:0410,0.0,0.0,0.0,22.26,1.45,0.0
20230814:0510,18.02,36.07,7.26,22.08,1.59,0.0
20230814:0610,96.88,157.54,17.67,23.91,1.03,0.0
20230814:0710,273.8,368.38,28.16,25.69,1.38,0.0
20230814:0810,451.25,586.5,38.34,25.48,1.72,0.0
20230814:0910,577.95,765.74,47.61,26.47,1.52,0.0
20230814:1010,649.25,885.31,54.94,28.39,1.31,0.0
20230814:1110,681.48,943.49,58.75,29.89,1.38,0.0
20230814:1210,660.65,922.87,57.68,31.07,1.1,0.0
20230814:1310,629.44,881.43,52.16,31.92,0.83,0.0
20230814:1410,535.51,740.99,43.84,32.4,0.55,0.0
20230814:1510,390.04,532.85,34.09,32.67,0.48,0.0
20230814:1610,179.37,254.95,23.72,32.58,0.34,0.0
20230814:1710,47.01,79.46,13.22,31.88,0.83,0.0
20230814:1810,3.28,13.42,2.96,30.17,1.31,0.0
20230814:1910,0.0,0.0,0.0,28.53,2.34,0.0
20230814:2010,0.0,0.0,0.0,27.5,2.34,0.0
20230814:2110,0.0,0.0,0.0,26.66,2.14,0.0
20230814:2210,0.0,0.0,0.0,25.69,2.07,0.0
20230814:2310,0.0,0.0,0.0,24.81,1.86,0.0
20230815:0010,0.0,0.0,0.0,24.02,1.66,0.0
20230815:0110,0.0,0.0,0.0,23.61,1.79,0.0
20230815:0210,0.0,0.0,0.0,23.28,2.0,0.0
20230815:0310,0.0,0.0,0.0,22.76,1.86,0.0
20230815:0410,0.0,0.0,0.0,22.53,1.79,0.0
20230815:0510,19.19,37.75,7.08,22.25,1.52,0.0
20230815:0610,95.99,157.59,17.49,24.35,0.55,0.0
20230815:0710,274.69,369.71,27.98,24.96,0.83,0.0
20230815:0810,445.1,588.49,38.15,26.33,0.69,0.0
20230815:0910,577.68,782.62,47.39,27.99,0.76,0.0
20230815:1010,654.73,906.14,54.68,29.47,0.97,0.0
20230815:1110,691.86,971.88,58.44,30.62,1.03,0.0
20230815:1210,680.2,964.26,57.36,31.7,0.83,0.0
20230815:1310,628.13,883.9,51.87,32.2,0.69,0.0
20230815:1410,540.38,743.17,43.57,32.63,0.97,0.0
20230815:1510,402.05,547.01,33.84,32.98,0.97,0.0
20230815:1610,224.14,317.66,23.47,32.46,1.24,0.0
20230815:1710,60.58,114.48,12.97,31.65,1.86,0.0
20230815:1810,2.44,11.75,2.7,30.25,2.07,0.0
20230815:1910,0.0,0.0,0.0,29.62,1.1,0.0
20230815:2010,0.0,0.0,0.0,27.36,1.86,0.0
20230815:2110,0.0,0.0,0.0,26.31,2.28,0.0
20230815:2210,0.0,0.0,0.0,25.01,1.93,0.0
20230815:2310,0.0,0.0,0.0,24.8,1.79,0.0
20230816:0010,0.0,0.0,0.0,24.49,0.76,0.0
20230816:0110,0.0,0.0,0.0,23.66,1.93,0.0
20230816:0210,0.0,0.0,0.0,23.24,2.48,0.0
20230816:0310,0.0,0.0,0.0,22.87,1.86,0.0
20230816:0410,0.0,0.0,0.0,22.33,1.31,0.0
20230816:0510,18.0,36.07,6.89,22.19,0.9,0.0
20230816:0610,96.4,155.31,17.31,23.69,0.83,0.0
20230816:0710,270.84,366.79,27.8,25.64,0.41,0.0
20230816:0810,436.87,583.72,37.95,26.99,0.21,0.0
20230816:0910,569.74,776.46,47.16,28.47,0.55,0.0
20230816:1010,653.0,908.73,54.41,29.88,0.83,0.0
20230816:1110,689.73,974.56,58.14,31.05,0.9,0.0
20230816:1210,687.33,972.34,57.05,31.7,0.97,0.0
20230816:1310,633.41,885.13,51.57,31.97,0.97,0.0
20230816:1410,537.03,744.22,43.3,32.33,0.48,0.0
20230816:1510,397.01,544.01,33.58,32.32,0.21,0.0
20230816:1610,221.88,311.57,23.22,30.15,0.83,0.0
20230816:1710,60.18,115.88,12.72,28.89,1.72,0.0
20230816:1810,0.29,6.71,2.44,28.36,0.69,0.0
20230816:1910,0.0,0.0,0.0,27.89,0.69,0.0
20230816:2010,0.0,0.0,0.0,26.42,1.03,0.0
20230816:2110,0.0,0.0,0.0,25.84,0.76,0.0
20230816:2210,0.0,0.0,0.0,24.88,1.1,0.0
20230816:2310,0.0,0.0,0.0,24.27,1.59,0.0
20230817:0010,0.0,0.0,0.0,23.79,1.66,0.0
20230817:0110,0.0,0.0,0.0,25.04,0.28,0.0
20230817:0210,0.0,0.0,0.0,22.95,1.31,0.0
20230817:0310,0.0,0.0,0.0,22.88,1.03,0.0
20230817:0410,0.0,0.0,0.0,23.24,0.76,0.0
20230817:0510,5.81,17.62,6.7,22.83,0.62,0.0
20230817:0610,88.64,134.76,17.13,24.15,0.28,0.0
20230817:0710,226.48,301.03,27.61,24.49,2.0,0.0
20230817:0810,460.16,601.54,37.75,26.05,1.52,0.0
20230817:0910,578.55,777.77,46.93,27.79,1.1,0.0
20230817:1010,650.52,899.21,54.14,29.35,0.97,0.0
20230817:1110,681.21,970.37,57.83,30.71,0.48,0.0
20230817:1210,681.14,968.32,56.73,31.79,0.76,0.0
20230817:1310,635.01,880.9,51.27,32.45,1.45,0.0
20230817:1410,535.4,719.71,43.02,32.16,2.28,0.0
20230817:1510,382.18,508.86,33.31,30.92,1.93,0.0
20230817:1610,204.25,287.09,22.96,30.93,1.03,0.0
20230817:1710,58.4,103.23,12.46,30.58,0.76,0.0
20230817:1810,0.0,5.87,2.18,29.1,1.52,0.0
20230817:1910,0.0,0.0,0.0,27.68,1.17,0.0
20230817:2010,0.0,0.0,0.0,26.05,1.66,0.0
20230817:2110,0.0,0.0,0.0,25.39,0.83,0.0
20230817:2210,0.0,0.0,0.0,23.92,2.14,0.0
20230817:2310,0.0,0.0,0.0,23.04,1.45,0.0
20230818:0010,0.0,0.0,0.0,22.56,1.03,0.0
20230818:0110,0.0,0.0,0.0,21.68,1.45,0.0
20230818:0210,0.0,0.0,0.0,21.31,1.45,0.0
20230818:0310,0.0,0.0,0.0,20.91,1.52,0.0
20230818:0410,0.0,0.0,0.0,20.58,1.66,0.0
20230818:0510,16.98,34.4,6.51,20.46,1.52,0.0
20230818:0610,96.43,156.15,16.94,22.61,1.31,0.0
20230818:0710,279.76,373.17,27.43,23.54,0.97,0.0
20230818:0810,453.29,598.2,37.55,25.43,0.55,0.0
20230818:0910,578.95,787.53,46.7,27.25,0.41,0.0
20230818:1010,654.32,916.37,53.87,28.95,0.41,0.0
20230818:1110,691.09,981.25,57.51,30.46,0.62,0.0
20230818:1210,678.25,966.62,56.41,31.62,0.62,0.0
20230818:1310,625.65,884.66,50.96,32.44,0.55,0.0
20230818:1410,534.07,738.33,42.73,32.98,0.76,0.0
20230818:1510,358.12,486.05,33.04,33.18,1.1,0.0
20230818:1610,219.74,312.62,22.7,33.04,1.24,0.0
20230818:1710,57.21,110.33,12.2,32.03,2.0,0.0
20230818:1810,0.28,6.71,1.91,30.32,2.48,0.0
20230818:1910,0.0,0.0,0.0,28.78,2.97,0.0
20230818:2010,0.0,0.0,0.0,27.66,2.97,0.0
20230818:2110,0.0,0.0,0.0,26.82,2.9,0.0
20230818:2210,0.0,0.0,0.0,26.15,2.69,0.0
20230818:2310,0.0,0.0,0.0,25.62,2.55,0.0
20230819:0010,0.0,0.0,0.0,25.15,2.48,0.0
20230819:0110,0.0,0.0,0.0,24.62,2.34,0.0
20230819:0210,0.0,0.0,0.0,23.91,2.14,0.0
20230819:0310,0.0,0.0,0.0,23.16,1.79,0.0
20230819:0410,0.0,0.0,0.0,22.39,1.59,0.0
20230819:0510,16.24,33.56,6.32,22.11,1.17,0.0
20230819:0610,95.02,152.97,16.76,24.04,0.62,0.0
20230819:0710,273.56,371.91,27.24,26.87,0.62,0.0
20230819:0810,437.21,590.2,37.35,28.49,0.07,0.0
20230819:0910,567.76,785.43,46.47,30.01,0.28,0.0
20230819:1010,639.94,907.63,53.59,31.3,0.34,0.0
20230819:1110,680.2,979.09,57.2,32.45,0.48,0.0
20230819:1210,672.73,970.12,56.08,33.46,0.55,0.0
20230819:1310,597.53,851.93,50.65,34.23,0.41,0.0
20230819:1410,533.31,744.2,42.45,34.71,0.76,0.0
20230819:1510,397.45,545.56,32.77,34.88,1.03,0.0
20230819:1610,221.2,318.13,22.43,34.7,1.17,0.0
20230819:1710,54.97,107.13,11.93,33.58,1.66,0.0
20230819:1810,0.0,5.03,1.63,31.89,2.55,0.0
20230819:1910,0.0,0.0,0.0,30.05,2.9,0.0
20230819:2010,0.0,0.0,0.0,28.94,2.83,0.0
20230819:2110,0.0,0.0,0.0,28.11,2.76,0.0
20230819:2210,0.0,0.0,0.0,27.42,2.62,0.0
20230819:2310,0.0,0.0,0.0,26.8,2.55,0.0
20230820:0010,0.0,0.0,0.0,26.35,2.69,0.0
20230820:0110,0.0,0.0,0.0,26.02,2.76,0.0
20230820:0210,0.0,0.0,0.0,25.65,2.69,0.0
20230820:0310,0.0,0.0,0.0,25.22,2.55,0.0
20230820:0410,0.0,0.0,0.0,24.74,2.34,0.0
20230820:0510,14.91,31.88,6.13,24.25,2.0,0.0
20230820:0610,93.09,149.88,16.57,25.33,1.59,0.0
20230820:0710,278.59,377.1,27.05,27.88,1.93,0.0
20230820:0810,442.14,586.86,37.14,29.3,1.52,0.0
20230820:0910,571.5,781.04,46.24,30.75,1.03,0.0
20230820:1010,643.25,909.65,53.31,32.03,0.62,0.0
20230820:1110,676.28,974.36,56.88,33.14,0.55,0.0
20230820:1210,665.41,959.45,55.75,34.08,0.62,0.0
20230820:1310,623.64,883.15,50.34,34.87,1.03,0.0
20230820:1410,537.13,739.32,42.15,35.38,1.79,0.0
20230820:1510,396.87,536.78,32.49,35.34,2.76,0.0
20230820:1610,219.15,312.05,22.16,34.79,3.45,0.0
20230820:1710,53.09,103.29,11.66,33.61,3.66,0.0
20230820:1810,0.0,2.52,1.36,32.0,3.86,0.0
20230820:1910,0.0,0.0,0.0,30.78,3.45,0.0
20230820:2010,0.0,0.0,0.0,29.83,3.24,0.0
20230820:2110,0.0,0.0,0.0,29.0,2.83,0.0
20230820:2210,0.0,0.0,0.0,28.26,2.69,0.0
20230820:2310,0.0,0.0,0.0,27.73,2.41,0.0
20230821:0010,0.0,0.0,0.0,27.13,2.21,0.0
20230821:0110,0.0,0.0,0.0,26.43,1.93,0.0
20230821:0210,0.0,0.0,0.0,25.66,1.66,0.0
20230821:0310,0.0,0.0,0.0,25.23,1.31,0.0
20230821:0410,0.0,0.0,0.0,25.68,0.9,0.0
20230821:0510,9.83,24.33,5.94,25.33,0.83,0.0
20230821:0610,92.71,152.89,16.39,26.49,0.34,0.0
20230821:0710,271.29,372.17,26.86,29.06,0.83,0.0
20230821:0810,438.95,590.41,36.93,30.56,0.97,0.0
20230821:0910,567.61,781.31,46.0,31.9,0.97,0.0
20230821:1010,633.6,891.82,53.03,33.04,0.97,0.0
20230821:1110,679.84,974.71,56.55,34.15,0.97,0.0
20230821:1210,649.19,925.85,55.41,34.97,1.1,0.0
20230821:1310,622.77,880.94,50.02,35.52,1.24,0.0
20230821:1410,532.54,738.11,41.86,35.99,1.52,0.0
20230821:1510,391.12,535.23,32.21,36.0,1.79,0.0
20230821:1610,213.93,307.96,21.89,35.67,2.07,0.0
20230821:1710,51.87,101.43,11.38,34.56,2.28,0.0
20230821:1810,0.0,0.0,0.0,32.66,2.55,0.0
20230821:1910,0.0,0.0,0.0,30.98,2.62,0.0
20230821:2010,0.0,0.0,0.0,29.92,2.62,0.0
20230821:2110,0.0,0.0,0.0,28.94,2.41,0.0
20230821:2210,0.0,0.0,0.0,27.87,2.21,0.0
20230821:2310,0.0,0.0,0.0,26.9,2.14,0.0
20230822:0010,0.0,0.0,0.0,26.03,1.93,0.0
20230822:0110,0.0,0.0,0.0,25.39,1.86,0.0
20230822:0210,0.0,0.0,0.0,24.88,1.72,0.0
20230822:0310,0.0,0.0,0.0,24.8,1.45,0.0
20230822:0410,0.0,0.0,0.0,24.62,1.31,0.0
20230822:0510,13.18,29.36,5.75,24.42,1.1,0.0
20230822:0610,92.24,152.34,16.2,26.32,0.48,0.0
20230822:0710,271.59,372.94,26.67,29.21,0.76,0.0
20230822:0810,437.69,594.1,36.73,31.16,0.55,0.0
20230822:0910,566.49,786.6,45.76,32.71,0.76,0.0
20230822:1010,642.77,910.34,52.75,34.08,1.03,0.0
20230822:1110,681.49,975.11,56.23,35.21,1.31,0.0
20230822:1210,676.17,964.82,55.07,36.06,1.59,0.0
20230822:1310,625.31,881.17,49.69,36.68,1.79,0.0
20230822:1410,526.9,731.5,41.55,37.01,1.72,0.0
20230822:1510,391.34,536.49,31.93,36.98,2.14,0.0
20230822:1610,212.47,307.19,21.61,36.58,2.34,0.0
20230822:1710,50.15,98.66,11.1,35.18,2.07,0.0
20230822:1810,0.0,0.0,0.0,33.16,1.66,0.0
20230822:1910,0.0,0.0,0.0,31.24,2.34,0.0
20230822:2010,0.0,0.0,0.0,29.92,2.28,0.0
20230822:2110,0.0,0.0,0.0,28.7,2.14,0.0
20230822:2210,0.0,0.0,0.0,27.55,1.93,0.0
20230822:2310,0.0,0.0,0.0,26.72,1.79,0.0
20230823:0010,0.0,0.0,0.0,26.05,1.79,0.0
20230823:0110,0.0,0.0,0.0,25.59,1.72,0.0
20230823:0210,0.0,0.0,0.0,25.37,1.59,0.0
20230823:0310,0.0,0.0,0.0,25.15,1.52,0.0
20230823:0410,0.0,0.0,0.0,24.97,1.24,0.0
20230823:0510,9.84,24.33,5.56,25.16,0.97,0.0
20230823:0610,91.09,148.2,16.01,26.88,0.48,0.0
20230823:0710,267.22,366.82,26.47,29.43,0.83,0.0
20230823:0810,433.26,590.66,36.52,31.22,0.28,0.0
20230823:0910,551.9,777.91,45.52,32.91,0.07,0.0
20230823:1010,627.95,910.83,52.46,34.44,0.14,0.0
20230823:1110,657.69,968.55,55.9,35.62,0.21,0.0
20230823:1210,656.53,965.21,54.73,36.57,0.41,0.0
20230823:1310,607.74,875.5,49.37,37.2,0.76,0.0
20230823:1410,510.9,725.91,41.25,37.59,0.48,0.0
20230823:1510,374.75,524.25,31.64,37.59,0.55,0.0
20230823:1610,204.44,298.26,21.33,37.33,1.31,0.0
20230823:1710,47.83,93.65,10.82,35.84,1.66,0.0
20230823:1810,0.0,0.0,0.0,34.21,2.34,0.0
20230823:1910,0.0,0.0,0.0,32.24,1.79,0.0
20230823:2010,0.0,0.0,0.0,30.69,2.14,0.0
20230823:2110,0.0,0.0,0.0,29.76,2.55,0.0
20230823:2210,0.0,0.0,0.0,29.25,2.83,0.0
20230823:2310,0.0,0.0,0.0,28.8,2.76,0.0
